text,price_x,size,cleaned_text,category,brand,lower_title,TITLE,BUST,COLOUR,CONDITION,DESIGNER NOTES,FABRIC,FITS LIKE,HEIGHT,INNER SOLE,MEASUREMENTS,NOTES,SIZE ON BELT,SIZE ON SHOE,SIZE ON TAG,WAIST,price_y,url
"COOP By Trelise "" Rib Joint"" top/jacket! 12",90.0,12, Rib Joint,top/jacket,COOP By Trelise,"coop by trelise "" rib joint"" top/jacket! 12","COOP BY TRELISE "" RIB JOINT"" TOP/JACKET! 12", 56cms     WAIST," Red, pink, purple, brown, multi", Excellent preloved,," Polyester, Rib - 95% polyester, 5% spandex", 12,,,BUST: 56cms     WAIST: 57cms     LENGTH: 55cms," ""Bubble and Squeak - Rib Joint"" AW 2017.  Feel beautiful in this boho-inspired printed crepe top.  The colourful bubble print takes this shirt to new heights and has a contrasting elasticated navy, brown and white waistband.  It has a classic collar and is fastened by black.  ",,, M,,$90.00,https://recycle-style.myshopify.com/collections/all/products/coop-by-trelise-rib-joint-top
"COOP By Trelise ""Crossed in translation"" jacket! 12",99.0,12,Crossed in translation,jacket,COOP By Trelise,"coop by trelise ""crossed in translation"" jacket! 12","COOP BY TRELISE ""CROSSED IN TRANSLATION"" JACKET! 12", 56cms     WAIST," Sea green, black, white", Excellent preloved,," 98% polyester, 2% spandex", N/A,,,BUST: 56cms     WAIST: 56cms     LENGTH: 56cms," ""Crossed wires - Crossed in translation"" Winter 2014.  Try a modern take on mod with this boxy jacket in a bold, geometric print.  It has a distinctive collar that is cut away at the front and three quarter sleeves.  As versatile as it is stylish, it can easily be dressed up or down.  Zip up front.  Fabric has some stretch.  ",,, 12,,$99.00,https://recycle-style.myshopify.com/collections/all/products/coop-by-trelise-crossed-in-translation-jacket-12
"COOP By Trelise ""Double up"" maxi dress! 10",75.0,10,Double up maxi,dress,COOP By Trelise,"coop by trelise ""double up"" maxi dress! 10","COOP BY TRELISE ""DOUBLE UP"" MAXI DRESS! 10", 48cms     WAIST, Black," Excellent preloved, care label removed",," Tag removed, viscose, polyester?", N/A,,,BUST: 48cms     WAIST: 46cms     LENGTH: 133cms," ""Portal - Double up"" Spring 2014.  Long and romantic or short and sassy can be a tough decision.  Choose this dress instead with its play on proportions and sheer lower layer.  The high neckline looks even more beautiful with layers of gold necklaces.  Side zip access.  ",,, 10,,$75.00,https://recycle-style.myshopify.com/collections/all/products/coop-by-trelise-double-up-dress-10
"COOP By Trelise ""Fine and Candy"" dress! 12",100.0,12,Fine and Candy,dress,COOP By Trelise,"coop by trelise ""fine and candy"" dress! 12","COOP BY TRELISE ""FINE AND CANDY"" DRESS! 12", 55cms     WAIST," Pink, white", Excellent preloved,," Nylon, Contrast - polyester ", 12,,,BUST: 55cms     WAIST: 55cms     LENGTH: 86cms," ""Lolly cake - Fine and Candy"" Spring 2016 collection.  This two-tone shift dress is brightened with a panel of pink patterned mesh – a twist on the season’s love for lace.  The relaxed shape has elbow-length sleeves, a ribbed neckline and small splits by the rounded hem.  Back zip access.  Fabric has stretch.  ",,, M,,$100.00,https://recycle-style.myshopify.com/collections/all/products/coop-by-trelise-fine-and-candy-dress-13
"COOP By Trelise ""Frill got it"" knit dress 10-12",65.0,10-12,Frill got it knit,dress,COOP By Trelise,"coop by trelise ""frill got it"" knit dress 10-12","COOP BY TRELISE ""FRILL GOT IT"" KNIT DRESS 10-12", 45cms     WAIST, Black, Excellent preloved,, 65% Polyester. 35% Cotton, 10-12,,,BUST: 45cms     WAIST: 47cms     LENGTH: 94cms," Cosy cotton sweatshirting is your go-to fabric on freezing winter mornings.  This snuggly dress is detailed with ruffles and a hem that drapes lower at the back.  Let it shine as a dress, or layer it over skinny pants.  Pull over style.  Fabric has stretch.  ",,, S,,$65.00,https://recycle-style.myshopify.com/collections/all/products/coop-by-trelise-frill-got-it-dress-12
"COOP By Trelise ""Jack eye"" jacket! 10",69.0,10,Jack eye,jacket,COOP By Trelise,"coop by trelise ""jack eye"" jacket! 10","COOP BY TRELISE ""JACK EYE"" JACKET! 10", 51cms     WAIST," Nude apricot, multi", Very good preloved,," 97% cotton, 3% spandex, Lining - polyester", N/A,,,BUST: 51cms     WAIST: Free     LENGTH: 44-58cms," ""Through my eyes - Jack eye"" Winter 2013.  Open front no fastening.  Fully lined.  Shoulders have padding.  Fabric has some stretch.  ",,, 10,,$69.00,https://recycle-style.myshopify.com/collections/all/products/coop-by-trelise-jack-eye-jacket-10-12
"COOP By Trelise ""Lennon wonders"" tunic! 8-10",59.0,8-10,Lennon wonders,tunic,COOP By Trelise,"coop by trelise ""lennon wonders"" tunic! 8-10","COOP BY TRELISE ""LENNON WONDERS"" TUNIC! 8-10",,,,,,,,,,,,,,,$59.00,https://recycle-style.myshopify.com/collections/all/products/coop-by-trelise-lennon-wonders-tunic-8-10-still-available
"COOP By Trelise ""Motley Crew"" dress! 10-12",69.0,10-12,Motley Crew,dress,COOP By Trelise,"coop by trelise ""motley crew"" dress! 10-12","COOP BY TRELISE ""MOTLEY CREW"" DRESS! 10-12", 53cms     WAIST," Black, white, grey", Excellent preloved,, Polyester, 10-small 12,,,BUST: 53cms     WAIST: 53cms     LENGTH: 91-99cms," ""Motley crew - Yo pro"" Spring 2015 collection.  Why look at art when you can wear it?  This hypnotic print inspired by Jackson Pollock’s splattered canvases comes to life in a slinky, satiny shirtdress.  The button-through style has rolled cuffs and a drawstring waist.  ",,, 10,,$69.00,https://recycle-style.myshopify.com/collections/all/products/coop-by-trelise-motley-crew-dress-10
"COOP By Trelise ""Never tier us apart"" dress! 12",89.0,12,Never tier us apart,dress,COOP By Trelise,"coop by trelise ""never tier us apart"" dress! 12","COOP BY TRELISE ""NEVER TIER US APART"" DRESS! 12", 47cms     WAIST, Grey, Excellent preloved,, Cotton, 12,,,BUST: 47cms     WAIST: 49cms     LENGTH: 118cms," ""Knit and run - Never tier us apart"" Summer 2017.  Try this midi dress for maxi effect.  Asymmetric tiers of cotton knit decorate this strappy dress with cute triangle top and frilly hems.  Pull over style.  Fabric has stretch.  ",,, M,,$89.00,https://recycle-style.myshopify.com/collections/all/products/coop-by-trelise-never-tier-us-apart-dress-12
"COOP By Trelise ""Panel penny"" silk dress! 10",49.0,10,Panel penny silk,dress,COOP By Trelise,"coop by trelise ""panel penny"" silk dress! 10","COOP BY TRELISE ""PANEL PENNY"" SILK DRESS! 10",,,,,,,,,,,,,,,$49.00,https://recycle-style.myshopify.com/collections/all/products/coop-by-trelise-panel-penny-tunic
"COOP By Trelise ""Prints you've been gone"" dress! 14",95.0,14,Prints you've been gone,dress,COOP By Trelise,"coop by trelise ""prints you've been gone"" dress! 14","COOP BY TRELISE ""PRINTS YOU'VE BEEN GONE"" DRESS! 14", 53cms     WAIST, Multi, Excellent preloved,," Polyester, Contrast - 95% viscose, 5% spandex", 14,,,BUST: 53cms     WAIST: 48cms     LENGTH: 96-106cms," ""Fine print - Prints youve been gone"" Pre-Fall 2017 collection.  Feel boho and beautiful in this floaty crepe dress!  The pixelated floral print cascades in ruffles and tiers down the full length sleeves and the sides are accentuated by ruffles down the side seam.  A black knit trim finishes the look in a T shape around the neck, front and waist.  Hidden side pockets.  ",,, L,,$95.00,https://recycle-style.myshopify.com/collections/all/products/coop-by-trelise-prints-youve-been-gone-dress-14
"COOP By Trelise ""Scarface Claw"" jacket! 12",89.0,12,Scarface Claw,jacket,COOP By Trelise,"coop by trelise ""scarface claw"" jacket! 12","COOP BY TRELISE ""SCARFACE CLAW"" JACKET! 12", 48cms     WAIST, Black, Excellent preloved,, Polyester, N/A,,,BUST: 48cms     WAIST: 44cms     LENGTH: 60-65cms," ""Hairy MaClary - Scarface Claw"" Spring 2015 collection.  Zip up front.  Fabric has stretch.  ",,, 12,,$89.00,https://recycle-style.myshopify.com/collections/all/products/coop-by-trelise-scarface-claw-jacket-12
"COOP By Trelise ""Spanish into thin air"" skirt! 12",49.0,12,Spanish into thin air,skirt,COOP By Trelise,"coop by trelise ""spanish into thin air"" skirt! 12","COOP BY TRELISE ""SPANISH INTO THIN AIR"" SKIRT! 12",," Blue, multi", Excellent preloved,," Polyester, Lining - acetate", 12,,,WAIST: 41cms     HIPS: 52cms     LENGTH: 90cms," ""Sacramento breeze - Spanish into the air"" Summer 2014 collection.  Back zip access.  Front and back split 47cm front hemline.  ",,, 14, 41cms     HIPS,$49.00,https://recycle-style.myshopify.com/collections/all/products/coop-by-trelise-spanish-into-thin-air-skirt-14
"COOP By Trelise ""The big flounce"" playsuit! 12",95.0,12,The big flounce,playsuit,COOP By Trelise,"coop by trelise ""the big flounce"" playsuit! 12","COOP BY TRELISE ""THE BIG FLOUNCE"" PLAYSUIT! 12", 46cms     WAIST," Red, black, multi", Excellent preloved,, Polyester, 12,,,BUST: 46cms     WAIST: 50cms     LENGTH: 92cms," ""The big flounce - Creature from the deep"" A flirty playsuit with a ruffled hem is juxtaposed with the unexpected print of octopus tentacles. It has adjustable straps, a dropped waist with drawstring detail and the delicate chiffon has a floaty feel. ",,, M,,$95.00,https://recycle-style.myshopify.com/collections/all/products/coop-by-trelise-the-big-flounce-playsuit-12
"COOP By Trelise ""The great es-cape"" silk blend dress! 10-12",75.0,10-12,"pe"" silk blend  ",dress,"COOP By Trelise ""The great es","coop by trelise ""the great es-cape"" silk blend dress! 10-12","COOP BY TRELISE ""THE GREAT ES-CAPE"" SILK BLEND DRESS! 10-12", 48cms     WAIST," Pink, red, yellow, white", Good preloved,," 58% cotton, 42% silk, Lining - acetate", 10-12,,,BUST: 48cms     WAIST: 40cms     LENGTH: 84cms," ""Loves me loves me not - The great es-cape"" Summer 2014.  Great news – our favourite shape from winter has carried through to summer.  This sweet caped dress features a bold floral print, a waist-defining silhouette, and best of all, you’ll never need to bring a jacket.  Side zip access.  Fully lined.  ",,, 14,,$75.00,https://recycle-style.myshopify.com/collections/all/products/coop-by-trelise-the-great-es-cape-silk-blend-dress-10-13
"COOP By Trelise ""White stripes"" dress! 10-12",75.0,10-12,White stripes,dress,COOP By Trelise,"coop by trelise ""white stripes"" dress! 10-12","COOP BY TRELISE ""WHITE STRIPES"" DRESS! 10-12",,,,,,,,,,,,,,,$75.00,https://recycle-style.myshopify.com/collections/all/products/coop-by-trelise-white-stripes-dress-10-13
"COOP By Trelise (BN) ""Cat and blouse"" shirt! 10",0.0,10,"(BN) ""Cat and blouse""",shirt,COOP By Trelise,"coop by trelise (bn) ""cat and blouse"" shirt! 10","COOP BY TRELISE (BN) ""CAT AND BLOUSE"" SHIRT! 10", 55cms     WAIST," Black, white", Brand new with tag,, Polyester, 10,,,BUST: 55cms     WAIST: 49cms     LENGTH: 68-73cms," ""Punch line - Cat and blouse"" Winter 2016.  Update your classic shirt with winter’s striped chiffon version.  The feather-light fabric breaks up winter’s heavy layers.  Buttoned all the way up, it brings another dimension to strappy dresses and collared coats.  Slip required.  ",,, S,,,https://recycle-style.myshopify.com/collections/all/products/coop-by-trelise-cat-and-blouse-stripe-chiffon-top-10-12
"COOP By Trelise (BN) I've got a blush on you"" dress! 10",0.0,10,"(BN) I've got a blush on you""",dress,COOP By Trelise,"coop by trelise (bn) i've got a blush on you"" dress! 10","COOP BY TRELISE (BN) I'VE GOT A BLUSH ON YOU"" DRESS! 10", 44cms     WAIST," Pink, black, white", Brand new with tags,," 57% polyester, 43% rayon, Lining - acetate", 10,,,BUST: 44cms     WAIST: 46cms     LENGTH: 102cms," ""Face time - I've got a blush on you"" Winter 2016.  Pinafore style.  Fully lined.  Front pockets.  ",,, S,,,https://recycle-style.myshopify.com/collections/all/products/coop-by-trelise-ive-got-a-blush-on-you-dress-10
"COOP By Trelise - BN ""Bow peep"" dress! 10",89.0,10,"BN ""Bow peep""  ",dress,COOP By Trelise ,"coop by trelise - bn ""bow peep"" dress! 10","COOP BY TRELISE - BN ""BOW PEEP"" DRESS! 10", 43cms     WAIST, Orange red, Brand new with tag,," 97% polyester, 3% spandex", 10,,,BUST: 43cms     WAIST: 36cms     LENGTH: 89cms," ""Know knit all - Bow peep"" Pre-Fall 2017.  Textured knit becomes funky and functional in vibrant tomato red.  This mini dress has a subtly cinched in waist and darted front pleats and open back which is finished with oversized statement bows.  Side zip access.  Side pockets.  Fabric has some stretch.  ",,, S,,$89.00,https://recycle-style.myshopify.com/collections/all/products/coop-by-trelise-bow-peep-dress-10
"COOPER By Trelise ""Arm-A-Geddon"" leather + knit jacket! 10",89.0,10,"Geddon"" leather + knit  ",jacket,"COOPER By Trelise ""Arm","cooper by trelise ""arm-a-geddon"" leather + knit jacket! 10","COOPER BY TRELISE ""ARM-A-GEDDON"" LEATHER + KNIT JACKET! 10", 48cms     WAIST," Grey, brown", Good preloved,," 80% viscose, 15% cotton, 5% spandex, Contrast - leather, Rib - cotton, Lining - acetate", 10 - small 12,,,BUST: 48cms     WAIST: 40cms     LENGTH: 58-66cms," ""Sideline - Arm-A-Geddon"" Winter 2013.  Zip up front.  Fabric has stretch.  ",,, S,,$89.00,https://recycle-style.myshopify.com/collections/all/products/cooper-by-trelise-arm-a-geddon-jacket-10
"COOPER By Trelise ""Bardot"" rose print skirt! 10",49.0,10,Bardot rose print,skirt,COOPER By Trelise,"cooper by trelise ""bardot"" rose print skirt! 10","COOPER BY TRELISE ""BARDOT"" ROSE PRINT SKIRT! 10",," Pink, cream, green, multi", Excellent preloved,, Cotton, N/A,,,WAIST: 37cms      HIPS: 55cms      LENGTH: 59cms ,,,, 10, 37cms      HIPS,$49.00,https://recycle-style.myshopify.com/collections/all/products/cooper-by-trelise-bardot-skirt-10
"COOPER By Trelise ""Basic instinct"" jacket! 14",109.0,14,Basic instinct,jacket,COOPER By Trelise,"cooper by trelise ""basic instinct"" jacket! 14","COOPER BY TRELISE ""BASIC INSTINCT"" JACKET! 14", 56cms     WAIST, Dusty pink, Excellent preloved,, Cotton, N/A,,,BUST: 56cms     WAIST: 56cms     LENGTH: 63cms," ""Fortune cookie - Basic instinct"" Spring 2014.  Button up front, sleeve ends and front pockets.  Drawstring through waist fastens inside front.  ",,, 14,,$109.00,https://recycle-style.myshopify.com/collections/all/products/cooper-by-trelise-basic-instinct-jacket-14
"COOPER By Trelise ""Cable bay"" cardi! 12",59.0,12,Cable bay,cardi,COOPER By Trelise,"cooper by trelise ""cable bay"" cardi! 12","COOPER BY TRELISE ""CABLE BAY"" CARDI! 12", 53cms     WAIST," Light brown, cream", Excellent preloved,, Tag removed, 12,,,BUST: 53cms     WAIST: 69cms     LENGTH: 50-64cms," ""Knitting class - Cable bay"" Winter 2011 collection.  Button up front.  Sleeve and back panel fabric has stretch.  Side waist ties fasten at front or back.  ",,, M,,$59.00,https://recycle-style.myshopify.com/collections/all/products/cooper-by-trelise-cable-bay-cardi-12
"COOPER By Trelise ""Caravan"" light jacket! 12",45.0,12,Caravan light,jacket,COOPER By Trelise,"cooper by trelise ""caravan"" light jacket! 12","COOPER BY TRELISE ""CARAVAN"" LIGHT JACKET! 12",,,,,,,,,,,,,,,$45.00,https://recycle-style.myshopify.com/collections/all/products/cooper-by-trelise-caravan-top-12
"COOPER By Trelise ""Cheeky monkey"" dress! 8-10",80.0,8-10,Cheeky monkey,dress,COOPER By Trelise,"cooper by trelise ""cheeky monkey"" dress! 8-10","COOPER BY TRELISE ""CHEEKY MONKEY"" DRESS! 8-10", 44cms     WAIST," White, cream, green, multi"," Very good preloved, a few faint marks hardly noticeable",," Rayon, Lining - acetate", 8-10,,,BUST: 44cms     WAIST: 45cms     LENGTH: 97cms," ""Monkey games - Cheeky monkey"" Summer 2013.  Front zip access.  Fully lined.  Front pockets.  ",,, 8,,$80.00,https://recycle-style.myshopify.com/collections/all/products/cooper-by-trelise-cheeky-monkey-dress-8
"COOPER By Trelise ""China light on me"" dress! 12-14",99.0,12-14,China light on me,dress,COOPER By Trelise,"cooper by trelise ""china light on me"" dress! 12-14","COOPER BY TRELISE ""CHINA LIGHT ON ME"" DRESS! 12-14", 50cms     WAIST," Blue, white, pink, multi", Excellent preloved,, Viscose chiffon, 12-14,,,BUST: 50cms     WAIST: 50cms     LENGTH: 87cms," ""Chinese bowl - China light on me"" Spring 2014.  Antique Oriental bowls and vases create the intricate print of this dress. In feather-light chiffon, it drapes across the body, finishing in soft folds of fabric. It has buttons along the bodice and layers create an elegant dropped waist.  Fabric has give.  Button up front.  Slip required.  ",,, 14,,$99.00,https://recycle-style.myshopify.com/collections/all/products/cooper-by-trelise-china-light-on-me-dress-12-15
"COOPER By Trelise ""Clam bake"" dress! 12",49.0,12,Clam bake,dress,COOPER By Trelise,"cooper by trelise ""clam bake"" dress! 12","COOPER BY TRELISE ""CLAM BAKE"" DRESS! 12", 48cms     WAIST," White, dark blue, red", Good preloved,," 95% cotton, 5% spandex", 12,,,BUST: 48cms     WAIST: 44cms     LENGTH: 116cms," ""Gunners daughter - Clam bake"".  Button up front.  Fabric has stretch.  Side pockets.  ",,, M,,$49.00,https://recycle-style.myshopify.com/collections/all/products/cooper-by-trelise-clam-bake-dress-12
"COOPER By Trelise ""Coastal"" silk skirt! 12",50.0,12,Coastal silk,skirt,COOPER By Trelise,"cooper by trelise ""coastal"" silk skirt! 12","COOPER BY TRELISE ""COASTAL"" SILK SKIRT! 12",, Green, Excellent preloved,," Silk, Lining - acetate", N/A,,,WAIST: 41cms      HIPS: 64cms      LENGTH: 47cms ,,,, 12, 41cms      HIPS,$50.00,https://recycle-style.myshopify.com/collections/all/products/cooper-by-trelise-coastal-silk-skirt-12
"COOPER By Trelise ""Deck Chair"" crop jacket! 12-14",69.0,12-14,Deck Chair crop,jacket,COOPER By Trelise,"cooper by trelise ""deck chair"" crop jacket! 12-14","COOPER BY TRELISE ""DECK CHAIR"" CROP JACKET! 12-14", 51cms     WAIST," Red, white",,," 97% cotton, 3% polyester, Trim - polyester", 12-14,,,BUST: 51cms     WAIST: 46cms     LENGTH: 43cms," Made in NZ.  ""Adi Dazzler - Deck Chair"".  Button up front.  Fabric has give.  Single front pocket.  ",,, 14,,$69.00,https://recycle-style.myshopify.com/collections/all/products/cooper-by-trelise-deck-chair-crop-jacket-12-14
"COOPER By Trelise ""Eat drink and tee merry"" top! 12",50.0,12,Eat drink and tee merry,top,COOPER By Trelise,"cooper by trelise ""eat drink and tee merry"" top! 12","COOPER BY TRELISE ""EAT DRINK AND TEE MERRY"" TOP! 12", 54cms     WAIST," Blue, white", Excellent preloved,," 65% polyester, 35% cotton", 12,,,BUST: 54cms     WAIST: 53cms     LENGTH: 49-52cms," ""Linda loves leopard - Eat drink and tee merry"" Spring 2016.  This lightweight linen t-shirt explores the wild side with a contemporary take on leopard print.  The simple shape and easy fit makes it perfect for mixing up with boldly printed trousers and skirts.  Fabric has stretch.  ",,, M,,$50.00,https://recycle-style.myshopify.com/collections/all/products/cooper-by-trelise-eat-drink-and-tee-merry-top-12
"COOPER By Trelise ""Eiffel Flower"" dress! 10",85.0,10,Eiffel Flower,dress,COOPER By Trelise,"cooper by trelise ""eiffel flower"" dress! 10","COOPER BY TRELISE ""EIFFEL FLOWER"" DRESS! 10", 49cms     WAIST," Multi, black, purple, pink", Excellent preloved,," 95% polyester, 5% spandex", 10,,,BUST: 49cms     WAIST: 47cms     LENGTH: 85cms," ""Flower power - Eiffel Flower"" Winter 2014.  Pull over style.  Fabric has stretch.  3/4 length sleeves.  ",,, S,,$85.00,https://recycle-style.myshopify.com/collections/all/products/cooper-by-trelise-eiffel-flower-dress-10
"COOPER By Trelise ""Flower bomb"" silk dress! 10",69.0,10,Flower bomb silk,dress,COOPER By Trelise,"cooper by trelise ""flower bomb"" silk dress! 10","COOPER BY TRELISE ""FLOWER BOMB"" SILK DRESS! 10",,,,,,,,,,,,,,,$69.00,https://recycle-style.myshopify.com/collections/all/products/cooper-by-trelise-flower-bomb-silk-tunic-10
"COOPER By Trelise ""Frill chase her"" skirt! 10",39.0,10,Frill chase her,skirt,COOPER By Trelise,"cooper by trelise ""frill chase her"" skirt! 10","COOPER BY TRELISE ""FRILL CHASE HER"" SKIRT! 10",,,,,,,,,,,,,,,$39.00,https://recycle-style.myshopify.com/collections/all/products/cooper-by-trelise-frill-chase-her-skirt-10
"COOPER By Trelise ""Frill me"" top! 8-12",42.0,8-12,Frill me,top,COOPER By Trelise,"cooper by trelise ""frill me"" top! 8-12","COOPER BY TRELISE ""FRILL ME"" TOP! 8-12", 45cms     WAIST," Neon pink, dark pink", Excellent preloved,," 98% polyester, 2% spandex, Contrast - polyester", 8-12,,,BUST: 45cms     WAIST: 51cms     LENGTH: 64-80cms," ""Light relief - Frill me"" Winter 2014.  Fabric has stretch.  ",,, 8,,$42.00,https://recycle-style.myshopify.com/collections/all/products/cooper-by-trelise-frill-me-top-8-12
